category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large,image
Signed,The Next Step - Series 4: 14. I Can't Go For That - Signed,"BBC, iPlayer, TV, The Next Step, Series 4: 14. I Cant Go For That",U,"language, threat","Riley has to choose a date for a gala, and Skylar struggles to fit in with A-Troupe.",3.0,22 mins,1302,4:30pm 31 Oct 2016,"Riley has to choose a date for a gala, and Skylar struggles to fit in with A-Troupe.","Reality-style drama series. Riley has to choose a date for an industry gala, Skylar struggles to fit in with A-Troupe, and LaTroy has a very confusing day.","Riley has to choose a date for an industry gala, Skylar struggles to fit in with A-Troupe, and LaTroy has a very confusing day.",https://ichef.bbci.co.uk/images/ic/1200x675/p04dbg13.jpg
Signed,Amazing Hotels: Life Beyond the Lobby - Series 4: 5. Qasr Al Sarab Desert Resort - Signed,"BBC, iPlayer, TV, Amazing Hotels: Life Beyond the Lobby, Series 4: 5. Qasr Al Sarab Desert Resort",12,infrequent mild bad language,Giles Coren and Monica Galetti visit a hotel in a Middle Eastern desert.,,59 mins,3540,9pm 15 Feb 2022,Giles Coren and Monica Galetti visit a hotel in a Middle Eastern desert.,Giles Coren and Monica Galetti visit an extraordinary hotel built where people usually struggle to survive - deep in a Middle Eastern desert.,"Giles Coren and Monica Galetti visit Qasr Al Sarab Desert Resort, an extraordinary hotel built where people usually struggle to survive - deep in a Middle East desert.Surrounded as far as they eye can see by vast sand dunes and scorching heat, guests relax in palatial comfort with swimming pools, huge baths and lush gardens. Giles and Monica explore how all this water use is made possible and meet the staff who are coping with living and providing hotel service in such an extreme environment.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bnbttn.jpg
Signed,Gigglebiz - Series 4: Episode 23,"BBC, iPlayer, TV, Gigglebiz, Series 4: Episode 23",U,clean,Rapids Johnson enjoys an ice cream on his search for the Ice Cream Bear.,1.0,14 mins,855,5:15pm 25 Feb 2015,Rapids Johnson enjoys an ice cream on his search for the Ice Cream Bear.,Comedy sketch show for younger viewers. Rapids Johnson enjoys an ice cream on his search for the Ice Cream Bear and Storybook Stan is distracted by some chewy toffees.,"There are lots of tasty treats in Gigglebiz. Rapids Johnson enjoys an ice cream on his search for the Ice Cream Bear and Storybook Stan is distracted by some chewy toffees. When an ice cream seller turns up, Ann Teak finds another use for an antique Viking helmet.Will Barrow builds a slide for all the cheeky animals in the garden. News reader Arthur Sleep catches up on some sleep in the newsroom and Keith Fitt has a go at the limbo.There's one more tasty treat when Robin Hood bakes a cake for Maid Marion but his singing minstrel Will Singalot asks 'did he really bake that cake?' Plus another knock knock joke, the Gigglekids and funny dancing in Silly Time.",https://ichef.bbci.co.uk/images/ic/1200x675/p02kc9s5.jpg
Signed,Civilisations - Series 1: 9. The Vital Spark - Signed,"BBC, iPlayer, TV, Civilisations, Series 1: 9. The Vital Spark",15,"strong sex references, disturbing images",Simon Schama explores the fate of art in the machine- and profit-driven world.,3.0,59 mins,3539,1 Mar 2018,Simon Schama explores the fate of art in the machine- and profit-driven world.,"Documentary. Simon Schama explores the fate of art in the machine- and profit-driven world, looking at the rise of art as a tradeable commodity.","Simon Schama begins Civilisations with this premise: that it is in art - the play of the creative imagination - that humanity expresses its most essential self: the power to break the tyranny of the humdrum, the grind of everyday. Art makes life worth living and is the great window into human potential. And societies become civilised to the extent that they take culture as seriously as the prosecution of power or the accumulation of wealth. But in the century of total war and industrial slaughter, was (and is) that enough? The cause of humanity went up in the smoke of the Nazi crematoria. Horror and terror brushed beauty aside and stamped on its pretensions. In the modern world, art has become increasingly commodified. Simon's last programme explores the fate of art in the machine- and profit-driven world. It looks at the rise of art as a tradeable commodity and turns on one central question. Should art create a realm separate from the modern world, a place where we can escape and pull the ladder up after us? Or should it plunge headlong into the chaos and cacophony while transforming the way we see it and live in it?Using the works of both dead and contemporary artists of the 20th and 21st centuries, Simon seeks answers to these profound questions. His conclusion is imbued with hope: despite all the travails of the present, by engaging with the here-and-now, art still offers civilisation an insight into the incomprehensibility of the world and a way to transcend its horrors with the enduring creativity of the human spirit.",https://ichef.bbci.co.uk/images/ic/1200x675/p060mfcz.jpg
Signed,BBC Trailers - Peaky Blinders Series 6,"BBC, iPlayer, TV, BBC Trailers, Peaky Blinders Series 6",18,"strong language, violence",Family. Loyalty. Honour. The Shelbys are back for an epic final series,3.0,1 min,60,27 Feb 2022,Family. Loyalty. Honour. The Shelbys are back for an epic final series,Family. Loyalty. Honour. The Shelbys are back for an epic final series.,Family. Loyalty. Honour. The Shelbys are back for an epic final series.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bc4t79.jpg
Signed,Doctor Who - Series 3: 7. 42,"BBC, iPlayer, TV, Doctor Who, Series 3: 7. 42",PG,"mild violence, threat, scary scences",The Doctor and Martha must stop a spaceship from hurtling into the sun.,3.0,45 mins,2725,7:15pm 19 May 2007,The Doctor and Martha must stop a spaceship from hurtling into the sun.,The Doctor and Martha must stop a spaceship from hurtling into the sun. But time and a malevolent alien force are against them.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p069j2yr.jpg
Signed,Hey Duggee - Top of the Pups: The A Cappella Song,"BBC, iPlayer, TV, Hey Duggee, Top of the Pups: The A Cappella Song",U,clean,The Singing Squirrels are joined by none other than Hot Cheap for an impromptu sing off!,,1 min,73,20 Sep 2021,The Singing Squirrels are joined by none other than Hot Cheap for an impromptu sing off!,The Singing Squirrels are joined by none other than Hot Cheap for an impromptu sing off!,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p08hb7fy.jpg
Signed,Andy's Dinosaur Adventures - 2. Diplodocus and Fern - Signed,"BBC, iPlayer, TV, Andys Dinosaur Adventures, 2. Diplodocus and Fern",U,mild threat,"Andy travels back in time 152 million years, to the time of diplodocus.",1.0,14 mins,834,18 Feb 2014,"Andy travels back in time 152 million years, to the time of diplodocus.","Children's dinosaur history series. Andy travels back in time 152 million years, to the time of diplodocus.","Andy travels back in time 152 million years, to the time of diplodocus - a massive 25-metre-long plant-eating dinosaur. His mission is to find and pick a giant fern to replace the one he accidentally broke back at the museum. Along the way he witnesses an adult diplodocus knocking down trees with its front legs. Will he succeed before the museum opens?",https://ichef.bbci.co.uk/images/ic/1200x675/p07hxrd2.jpg
Signed,Bluey - Series 1: 9. Hotel - Signed,"BBC, iPlayer, TV, Bluey, Series 1: 9. Hotel",U,clean,"Bluey and Bingo run a crazy hotel, with Dad as their put upon guest.",,7 mins,403,26 Apr 2021,"Bluey and Bingo run a crazy hotel, with Dad as their put upon guest.","Bluey and Bingo run a crazy hotel, with Dad as their put upon guest. But when Bingo quits over Bluey being too controlling, Dad needs to teach them the importance of compromise.","Bluey and Bingo run a crazy hotel, with Dad as their put upon guest. But when Bingo quits over Bluey being too controlling, Dad needs to teach them the importance of compromise.",https://ichef.bbci.co.uk/images/ic/1200x675/p09dr3rh.jpg
Signed,Topsy and Tim - Series 1: 23. Wrapping Paper - Signed,"BBC, iPlayer, TV, Topsy and Tim, Series 1: 23. Wrapping Paper",U,clean,The supermarket delivery brings Vindas birthday card and present but no wrapping paper.,1.0,11 mins,664,5:30pm 5 Mar 2014,The supermarket delivery brings Vinda's birthday card and present but no wrapping paper.,Live-action children's show. The supermarket delivery brings Vinda's birthday card and present but no wrapping paper.,"When the supermarket delivery brings Vinda's birthday card and present but no wrapping paper, Topsy and Tim decide to make their own paper for wrapping Vinda's gift.",https://ichef.bbci.co.uk/images/ic/1200x675/p01szwkw.jpg
Signed,Antiques Roadshow - Series 43: Windermere Jetty 2 - Signed,"BBC, iPlayer, TV, Antiques Roadshow, Series 43: Windermere Jetty 2",U,clean,The Roadshow comes from the shores of Lake Windermere in the Lake District.,3.0,58 mins,3475,9 May 2021,The Roadshow comes from the shores of Lake Windermere in the Lake District.,"The roadshow comes from the Jetty Museum on the shores of Lake Windermere in the Lake District, where finds include a Cherokee pipe and a unique piece of footballing history.","The Roadshow comes from the Windermere Jetty Museum in the Lake District where treasures turning up include a Cherokee pipe, a wooden decoy duck that was served at a banquet, a WWI portrait with an amazing story to tell and a unique piece of football memorabilia. Also, Fiona Bruce hears the heartbreaking story of the Windermere children, orphans rescued from Nazi concentration camps at the end of the Second World War to rebuild their lives on the shores of this tranquil lake.",https://ichef.bbci.co.uk/images/ic/1200x675/p09gxkdj.jpg
Signed,Celebrity MasterChef - Series 16: Episode 13 - Signed,"BBC, iPlayer, TV, Celebrity MasterChef, Series 16: Episode 13",PG,language,"In the first semi-final, the celebrities are tested on their teamwork. ",3.0,58 mins,3495,9pm 8 Sep 2021,"In the first semi-final, the celebrities are tested on their teamwork.","In the first semi-final, the celebrities are tested on their teamwork. Split into two teams, they must cook not together but in relay, without telling each other what they have done.","After four weeks of intense competition, the best eight cooks remain. In the first of the semi-finals, the celebrities are tested on their teamwork. Split into two teams, the celebrities must design and create two mouthwatering dishes. But they won’t be cooking alongside each other they will be cooking in relay. Using a whole duck for the main course and pears for the dessert, each team member has 20 minutes to make their contribution to the dishes, but being unable to talk to one another, each cook must try to work out what the dishes are meant to be from the clues left behind by their teammates and then carry on. With everyone feeling the pressure to succeed, will the celebrities be able to create something successful?Next, the celebrities are asked to push the boundaries of the everyday by guest chef and sandwich king Max Halley. After demonstrating his secrets of deliciousness in a sandwich – hot, cold, sweet, sour, crunchy, soft – the celebrities must get creative and come up with their own dream sandwich. Everything rides on the success of their sandwich because at the end of the challenge one celebrity will be going home, their dream of becoming Celebrity MasterChef champion 2021 over.",https://ichef.bbci.co.uk/images/ic/1200x675/p09tncg7.jpg
Signed,Dani's House - Series 1: 13. House for Sale - Signed,"BBC, iPlayer, TV, Danis House, Series 1: 13. House for Sale",U,clean,The friends discover to their horror that Danis house is up for sale.,3.0,28 mins,1690,4:35pm 19 Dec 2008,The friends discover to their horror that Dani's house is up for sale.,Surreal sitcom. The friends discover to their horror that Dani's house is up for sale - at least if Max and a greedy estate agent have anything to do with it.,"The friends discover to their horror that Dani's house is up for sale - at least if Max and his greedy mentor, estate agent Edgar Molloy, have anything to do with it. Can Dani scupper their plans or is this the end for Dani and her friends?",https://ichef.bbci.co.uk/images/ic/1200x675/p089jlnm.jpg
Signed,Nova Jones - Series 1: 4. Green-Eyed Nova - Signed,"BBC, iPlayer, TV, Nova Jones, Series 1: 4. Green-Eyed Nova",12,,Nova resorts to desperate measures when she struggles to hide her green-eyed monster.,3.0,24 mins,1445,22 Sep 2021,Nova resorts to desperate measures when she struggles to hide her green-eyed monster.,"Nova is top of the charts until Johnarchy and the Monarchy release their awesome single, leading her to resort to desperate measures to hide her green-eyed monster.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p09zhhsw.jpg
Science & Nature,Arctic with Bruce Parry - 2. Greenland,"BBC, iPlayer, TV, Arctic with Bruce Parry, 2. Greenland",12,mild language,"Bruce Parry meets the last traditional Inuit hunters, in northern Greenland.",3.0,59 mins,3549,9pm 9 Jan 2011,"Bruce Parry meets the last traditional Inuit hunters, in northern Greenland.","Bruce Parry journeys to the far north of Greenland, home to the last traditional Inuit hunters, and learns how climate change is threatening their ancient way of life.","Bruce Parry journeys to the far north of Greenland, home to the last traditional Inuit hunters. Bruce experiences the realities of life - and death - on a seal hunt, and learns how climate change is threatening their ancient way of life. But while global warming is causing problems for the hunters, it is providing others with new opportunities. As the vast Greenland ice sheet melts, new mineral riches are being revealed. Bruce works with a mining team who are about to strike it big. Greenland is changing fast - but will there still be a place for hunters in the Arctic of the twenty-first century?",https://ichef.bbci.co.uk/images/ic/1200x675/p09jntf3.jpg
Science & Nature,Click - Short Edition - 04/12/2021,"BBC, iPlayer, TV, Click - Short Edition, 04/12/2021",U,clean,"A guide to all the latest gadgets, websites, games and computer industry news.",1.0,12 mins,715,3:30am 4 Dec 2021,"A guide to all the latest gadgets, websites, games and computer industry news.","A comprehensive guide to all the latest gadgets, websites, games and computer industry news.","A comprehensive guide to all the latest gadgets, websites, games and computer industry news.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b7zc00.jpg
Science & Nature,Serengeti II - Series 1: 5. Power,"BBC, iPlayer, TV, Serengeti II, Series 1: 5. Power",U,animal hunting,Power is shifting among the families as their young are growing and new threats emerge.,,58 mins,3480,22 Aug 2021,Power is shifting among the families as their young are growing and new threats emerge.,"Power is shifting among the animal families as new threats emerge. As their young grow and everyone fights to survive, who will be the winners and losers?","For Kali, the threat from Sefu has been replaced with a far bigger threat from the black-maned males. Will she never stop living in fear? Duma is growing up fast, but when he tries to take on the vultures, he ends up alone and lost. With Kali roaming nearby, it’s a dangerous time to be without his mother. Bakari struggles to exert his power over the intruder males. He tries to calm things down by taking his troop on a gazelle hunt, but when he fails to catch Tamu, his position in the troop starts to look precarious. He comes up with a plan to steal from Aiysha and her cubs, but will it be enough to win back his throne?Duma is still searching for his family, but instead is found by a group of male cheetahs. He tries to join their gang but is too young to be accepted. Once again, he is lost and alone, facing many dangers. Unable to catch food by himself, his only hope is to find his family.When Zalika finally finds a way to reunite her clan, she has the power to take revenge on Kali. But Askari, the black-maned male, is more powerful than ever and comes to Kali’s rescue. Why has he suddenly become her ally? Tamu and his mother are in constant danger, not least from the black-maned lions. But when the unthinkable happens, is Tamu brave enough to defend himself against so many predators?The great herds are gathering, and Shani’s foal and Gnu are growing up. It’s time to visit the huge river for the first time. Excitement aside, there are dangers lurking beneath the surface, just when everyone is desperate to quench their thirst.Storyteller Lupita Nyong'oCreated & Produced by Simon FullerDirected & Produced by John Downer",https://ichef.bbci.co.uk/images/ic/1200x675/p09sjs44.jpg
Science & Nature,Planet Earth II - 4. Deserts,"BBC, iPlayer, TV, Planet Earth II, 4. Deserts",U,animal hunting,The incredible ways in which animals cope with living in the planets deserts.,,58 mins,3485,27 Nov 2016,The incredible ways in which animals cope with living in the planet's deserts.,"The world's deserts force animals to come up with ingenious ways of coping with hostile conditions, giving rise to the most incredible survival stories on earth.","The world's deserts are lands of extremes that force animals to come up with ingenious ways of coping with hostile conditions, giving rise to the most incredible survival stories on earth. A pride of desert lions are so hungry they risk hunting a giraffe several times their size, while male sandgrouse fly 120 miles each day to the nearest waterhole and dice with death to collect water for their chicks. Filmed for the first time, a tiny bat does battle with one of the world's deadliest scorpions, and in Madagascar, a locust swarm of biblical proportions is seen as never before.",https://ichef.bbci.co.uk/images/ic/1200x675/p04hbfgn.jpg
Science & Nature,Planet Earth - 2. Mountains,"BBC, iPlayer, TV, Planet Earth, 2. Mountains",U,animal hunting,"A look at mountains, from their origins at earths lowest places to the summit of Everest.",,58 mins,3452,12 Mar 2006,"A look at mountains, from their origins at earth's lowest places to the summit of Everest.","Documentary series which celebrates earth in all its glory. This edition looks at mountains, beginning with the birth of a mountain and ending at the summit of Everest.","Humans like to think that once they have climbed a mountain, they have somehow conquered it. But they can only ever be visitors to this alien, frozen world. Planet Earth takes you on a tour of its mightiest ranges, beginning with the birth of a mountain at one of the lowest places on earth, and ending at the summit of Everest. Unprecedented access brings you closer than ever before to the most awe-inspiring mountain landscapes on our planet and the secretive, almost mythical creatures that inhabit them - the 'real' mountaineers. In Ethiopia, Planet Earth ventures into the heart of a volcano to discover one of earth's rarest phenomena - a lava lake that has been erupting for over 100 years. The same forces created Ethiopia's Simien Mountains, home to troops of gelada baboons nearly a thousand strong. In the Andes, a family of five puma struggle to survive the most unstable mountain weather on the planet. Experience the full force of an avalanche in the Rockies, where grizzlies survive the harsh winters deep inside the dangerous slopes. In summer, the bears climb the peaks in search of moths, which they devour by the thousand.Descend into the icy core of a glacier in the Alps and emerge in Pakistan, at the snout of the largest glacier on earth. This realm of giant peaks is home to the highest land predator on the planet - the snow leopard. Astounding images of a female snow leopard hunting to feed her cub are a world first.Enter a mountain cave in China for the first ever glimpse of a wild giant panda mother nursing her week-old baby and fly alongside demoiselle cranes as they attempt to cross the largest range on our planet, the Himalayas. The cranes, like all visitors to the hostile world of the high mountains, dare not linger.",https://ichef.bbci.co.uk/images/ic/1200x675/p05ccrb2.jpg
Science & Nature,The Sky at Night - Neptune: Voyager's Last Planet,"BBC, iPlayer, TV, The Sky at Night, Neptune: Voyagers Last Planet",PG,upsetting scenes,Voyager 2 has been sending back remarkable new information about Neptune. (1989),,34 mins,2061,10 Sep 1989,Voyager 2 has been sending back remarkable new information about Neptune. (1989),"Voyager 2 has now passed Neptune, sending back remarkable new information about this distant planet. Patrick Moore and guests summarise what has been discovered. (1989)","Voyager 2, launched in 1977, has already passed by the giant planets Jupiter, Saturn and Uranus, all of which have provided plenty of surprises. Voyager has now passed Neptune, sending back remarkable new information about the outermost planet.Patrick Moore is joined by Dr Garry Hunt and other experts from the American team to summarise what has been discovered about this lonely, remote world. (1989)",https://ichef.bbci.co.uk/images/ic/1200x675/p02x7w0h.jpg
Science & Nature,A Perfect Planet - Series 1: 5. Humans,"BBC, iPlayer, TV, A Perfect Planet, Series 1: 5. Humans",,clean,"Humans are changing our planet so rapidly, it’s affecting earth’s life support systems.",3.0,58 mins,3484,3 Jan 2021,"Humans are changing our planet so rapidly, it’s affecting earth’s life support systems.","Humans are changing our planet so rapidly, it’s affecting earth’s life support systems: our weather, our oceans and the living world.","Earth is the only living world we know of, but a new force threatens our perfect planet. That force is us. Humans are changing our planet so rapidly, it’s affecting earth’s life support systems: our weather, our oceans and the living world. To understand what is going wrong, we must look to the past. Earth has been through at least five mass extinction events, most of which have been caused by cataclysmic volcanic eruptions. It’s not the lava or ash that wiped out life, but an invisible gas released by volcanoes: carbon dioxide. Through compelling animal-led stories and expert interviews, we discover how CO2 is destabilising our planet. We meet rescued orphaned elephants in Kenya, victims of ever worsening droughts, and join ocean patrols off the coast of Gabon fighting to save endangered sharks. In the Amazon, we witness wildlife teams saving animals in the shrinking forests, and in San Diego we enter a cryogenic zoo preserving the DNA of endangered species before they become extinct. Almost every part of modern life depends on energy created by burning fossil fuels, and this produces CO2 in huge amounts. Humans are now acting like a super-volcano, releasing carbon dioxide at an even greater rate than the prehistoric mega-eruptions that extinguished life in the past. Globally, we now release 100 times more carbon dioxide into the atmosphere than all of Earth's volcanoes combined.The greatest change to be made is in how we create energy, and the planet is brimming with natural power that can help us do just that. It’s these forces of nature - the wind, the sun, waves and geothermal energy - that hold the key to our future.",https://ichef.bbci.co.uk/images/ic/1200x675/p092423y.jpg
Science & Nature,Natural World - 2008-2009: 3. Clever Monkeys,"BBC, iPlayer, TV, Natural World, 2008-2009: 3. Clever Monkeys",,clean,David Attenborough discovers some surprisingly human behaviour when he looks at monkeys.,,49 mins,2925,8pm 25 Nov 2008,David Attenborough discovers some surprisingly human behaviour when he looks at monkeys.,"David Attenborough discovers some surprisingly human behaviour when he looks at monkeys, such as pygmy marmosets, bearded capuchins or white-faced capuchins.","David Attenborough's entertaining romp through the world of monkeys has a serious side: for when we look at monkeys, we can see ourselves. From memory to morality, from 'crying wolf' to politics, monkeys are our basic blueprint. Pygmy marmosets 'farm' tree sap bearded capuchins in Brazil develop a production line for extracting palm nuts white-faced capuchins in Costa Rica tenderly nurse the victims of battle and in the Ethiopian highlands, a deposed gelada baboon has got the blues.Cheating, lying and bare-faced murder are all there too. These revelations of simian science, combined with captivating photography, make this film about monkey business our business.",https://ichef.bbci.co.uk/images/ic/1200x675/p01g88tk.jpg
Science & Nature,Arctic with Bruce Parry - 4. Canada,"BBC, iPlayer, TV, Arctic with Bruce Parry, 4. Canada",12,mild language,Bruce travels to the far north of Canada to live with the Caribou people.,1.0,59 mins,3568,26 Apr 2011,Bruce travels to the far north of Canada to live with the Caribou people.,Bruce travels to the far north of Canada to live with the Caribou people and witness their annual spring hunt. He then heads south to the tar sands of Alberta.,"Bruce travels to the far north of Canada to live with the Caribou people and witness their annual spring hunt. The Gwitchin tribe has hunted migrating caribou in the Arctic wilderness for thousands of years, but this tradition is now under threat from oil exploration. Bruce then heads south to the tar sands of Alberta, home to the second largest oil reserves in the world, to discover how native people cope when the oil industry moves into their territory.",https://ichef.bbci.co.uk/images/ic/1200x675/p09jnt3k.jpg
Science & Nature,Zoo Quest - Zoo Quest for a Dragon: 3. Java,"BBC, iPlayer, TV, Zoo Quest, Zoo Quest for a Dragon: 3. Java",PG,infrequent mild bad language,"Continuing his adventures in Indonesia, David Attenborough visits Java. (1956)",3.0,24 mins,1460,8:15pm 19 Oct 1956,"Continuing his adventures in Indonesia, David Attenborough visits Java. (1956)","First transmitted in 1956, David Attenborough and his cameraman Charles Lagus explore the island of Java in their quest for the largest lizard in the world.","First transmitted in 1956, David Attenborough and his cameraman Charles Lagus explore the island of Java in their quest for the largest lizard in the world.They see gibbons having a leisurely breakfast in the treetops, stop off at the 8th century Buddhist temple Borobudur and take a glimpse into Bromo, a sulphur-spewing volcano.Attenborough also captures a fully grown python to bring back to London Zoo. This creature later makes a wriggly appearance as a guest in the studio.",https://ichef.bbci.co.uk/images/ic/1200x675/p01hz6yh.jpg
Science & Nature,Frozen Planet - 2. Spring,"BBC, iPlayer, TV, Frozen Planet, 2. Spring",PG,animal hunting,"Spring arrives in the polar regions, and the sun appears after an absence of five months.",,58 mins,3463,2 Nov 2011,"Spring arrives in the polar regions, and the sun appears after an absence of five months.","Documentary series. It's spring in the polar regions and, after a five-month absence, the sun reappears. The greatest seasonal transformation on our planet is under way.","Spring arrives in the polar regions, and the sun appears after an absence of five months warmth and life return to these magical ice worlds - the greatest seasonal transformation on our planet is under way.Male adelie penguins arrive in Antarctica to build their nests - it takes a good property to attract the best mates and the males will stop at nothing to better their rivals. But these early birds face the fiercest storms on the planet.In the Arctic, a polar bear mother is hunting with her cubs. Inland, the frozen rivers start to break up and billions of tons of ice are swept downstream in the greatest of polar spectacles. This meltwater fertilizes the Arctic Ocean, feeding vast shoals of Arctic cod and narwhal. The influx of freshwater accelerates the breakup of the sea ice - an area of ice the size of Australia will soon vanish from the Arctic.On land, a woolly bear caterpillar emerges from the snow having spent the winter frozen solid. Caterpillars normally become moths within months of hatching, but life is so harsh here that the woolly bear takes 14 years to reach adulthood. Once mature, it has only days to find a mate before it dies. Alongside the caterpillars, white arctic wolves race to raise their adorable cubs before the cold returns.In Antarctica, vast numbers of seabirds arrive on South Georgia joining the giant albatross and king penguins that have been there all winter. Elephant seals fight furious battles over females on a beach that contains the greatest mass of animals on the planet.Finally, the female adelie penguins arrive, chased from the water by killer whales. Mating and chick rearing lie ahead of them.",https://ichef.bbci.co.uk/images/ic/1200x675/p01h6jw0.jpg
Science & Nature,Blue Planet II - Series 1: 6. Coasts,"BBC, iPlayer, TV, Blue Planet II, Series 1: 6. Coasts",U,animal hunting,"Coasts are the most changeable of the ocean worlds, but they offer great riches.",,58 mins,3462,3 Dec 2017,"Coasts are the most changeable of the ocean worlds, but they offer great riches.","The wildlife series narrated by David Attenborough explores the planet's coasts. They are the most changeable of the ocean worlds, but they offer great riches.","On the coast, two worlds collide. Coasts are the most dynamic and challenging habitats in the ocean - that brings great rewards but also great danger. The extraordinary animals that live here must find ingenious ways to cope with two very different worlds.This episode is a rollercoaster ride of heart-stopping action and epic drama, peopled with characters from the beautiful to the bizarre. We meet fish that live on dry land and puffins that must travel 60 miles or more for a single meal, and witness a life-and-death struggle in a technicolour rock pool.In a secluded cove in the Galapagos, sea lions feast on 60kg tuna. It should be impossible - tuna are usually far too fast for sea lions to catch. But here the sea lions club together to herd their prey inshore. Once trapped in the shallows, these huge fish are easy pickings.As the tide recedes in Brazil, lightfoot crabs leap from rock to rock, desperately avoiding the water - their lives depend on it. Moray eels launch themselves from rock pools, jaw gaping. Then octopuses, too. Both crawl across dry rock to set their ambush. Elsewhere, the ever-changing tides create rock pools. But these temporary worlds are a battleground. Predatory starfish turn a magical garden into the stuff of nightmares. All around the world, immense waves pound the shore, and this episode reveals some of the largest on the planet, over 30 metres high. Over millennia these forces carve exquisite coastal sculptures and cliffs that are home to huge colonies of seabirds. Puffins fly up to 30 miles out to sea to find food for their chicks. A father returns with one precious beakful of food... then pirates attack. Desperate dads must escape the faster and more aerobatic skuas before finally delivering a meal to their young puffling.Meanwhile, in the remote Pacific islands lives the most terrestrial fish on the planet. It lives in miniature caves above the tide lines and uses its tail like a coiled spring to jump from rock to rock. A male tries to attract a mate, but waves are a constant hindrance. These are fish that seem to hate water!Once a year, king penguins return to the cold Antarctic shores of South Georgia for a month-long moult. First they must cross the biggest wall of blubber on the planet - thousands of gigantic elephant seals. Then they face a month with no food, before they can return to their natural home, the chilly Antarctic seas. The planet's coasts are changing fast as they are among the most built-up areas of the world. Just off the beaches of Miami, the largest gathering of coastal sharks on the planet can still be found. But today they must face the many challenges that come from our world too.",https://ichef.bbci.co.uk/images/ic/1200x675/p05pffv5.jpg
Science & Nature,The Green Planet - Series 1: 1. Tropical Worlds,"BBC, iPlayer, TV, The Green Planet, Series 1: 1. Tropical Worlds",U,clean,"The world of tropical forests, from fast-growing trees to flowers that mimic dead animals.",,59 mins,3525,9 Jan 2022,"The world of tropical forests, from fast-growing trees to flowers that mimic dead animals.",Tropical rainforests are plant battlegrounds. New filming techniques allow us to enter the world of plants to see it from their perspective and on their timescale.,"More kinds of plants are crammed together in the tropical rainforests than anywhere else on Earth. The result is astonishing beauty and intense competition - a plant battleground. New filming techniques allow us to enter the plants’ world and see it from their perspective and on their timescale. From fast-growing trees to flowers that mimic dead animals, this is a journey into a magical world that operates on a different timescale to our own.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bd8hrz.jpg
Science & Nature,Great Barrier Reef - 3. Reef and Beyond,"BBC, iPlayer, TV, Great Barrier Reef, 3. Reef and Beyond",U,clean,A look at the creatures who travel for thousands of miles to visit the reefs warm waters.,,59 mins,3546,8:10pm 15 Jan 2012,A look at the creatures who travel for thousands of miles to visit the reef's warm waters.,Monty Halls explores Australia's natural wonder. The Great Barrier Reef is vitally linked to the rest of the planet and creatures travel thousands of miles to visit.,"The Great Barrier Reef is vitally linked to the rest of the planet in many ways. Creatures travel for thousands of miles to visit in spectacular numbers, including tiger sharks, great whales, sea birds and the largest green turtle gathering on earth. Alien creatures that are rarely seen, like nautilus, also rise out of the deep to visit the reef's warm waters. Weather systems travelling from across the Pacific also affect the whole reef, including mighty cyclones that bring destruction and chaos to the coral and the creatures that live on it. And it is weather patterns and climate change on a global scale that are likely to shape the future of the Great Barrier Reef and all its wildlife.",https://ichef.bbci.co.uk/images/ic/1200x675/p08zg4th.jpg
Science & Nature,The Green Planet - Series 1: 5. Human Worlds,"BBC, iPlayer, TV, The Green Planet, Series 1: 5. Human Worlds",U,clean,"Two out of five plants are threatened, but people are finding many new ways to help them.",3.0,58 mins,3450,6 Feb 2022,"Two out of five plants are threatened, but people are finding many new ways to help them.","Two out of five wild plants are threatened with extinction. Today people are finding remarkable ways to help them, and so make our world a little greener and a little wilder.","We rely on plants for almost everything, including the air we breathe and the food we eat. Two in five wild plants are threatened with extinction, but people are finding new ways to help them, from projects in Africa to reseed the landscape to the rebuilding of a tropical forest in Brazil, tree by tree.",https://ichef.bbci.co.uk/images/ic/1200x675/p0blrlcb.jpg
Science & Nature,Aquarela,"BBC, iPlayer, TV, Aquarela",12,distressing scene,A cinematic journey through the transformative beauty and raw power of water.,,82 mins,4939,25 Aug 2021,A cinematic journey through the transformative beauty and raw power of water.,A cinematic journey through the transformative beauty and raw power of water and a wake-up call for humankind that we are no match for the force and will of earth’s most precious element.,"A cinematic journey through the transformative beauty and raw power of water that provides a visceral wake-up call for humankind that we are no match for the sheer force and capricious will of earth’s most precious element. From the precarious frozen waters of Russia’s Lake Baikal to Miami in the throes of Hurricane Irma to Venezuela’s mighty Angel Falls, water’s many personalities are captured in startling cinematic clarity.",https://ichef.bbci.co.uk/images/ic/1200x675/p09ss26y.jpg
